TRIP ID,Shipment ID,Latitude,Longitude,TIME SLOT,Vehicle_Type_x,Shipments,MST_DIST,TRIP_TIME,Vehicle_Type_y,CAPACITY_UTI,TIME_UTI,COV_UTI
7,139,19.0590047,72.8258278,07:00:00-09:30:00,3W,3,12.110262629398024,90.55131314699011,3W,0.6,0.6036754209799341,0.8073508419598683
7,162,19.0585139,72.8246053,07:00:00-09:30:00,3W,3,12.110262629398024,90.55131314699011,3W,0.6,0.6036754209799341,0.8073508419598683
7,973,19.0593368,72.8238067,07:00:00-09:30:00,3W,3,12.110262629398024,90.55131314699011,3W,0.6,0.6036754209799341,0.8073508419598683
8,147,18.9503045,72.8268103,07:00:00-09:30:00,3W,4,30.907517929123948,194.53758964561973,3W,0.8,1.2969172643041316,2.06050119527493
8,297,18.95131594,72.82976179,07:00:00-09:30:00,3W,4,30.907517929123948,194.53758964561973,3W,0.8,1.2969172643041316,2.06050119527493
8,569,18.9520734,72.8263455,07:00:00-09:30:00,3W,4,30.907517929123948,194.53758964561973,3W,0.8,1.2969172643041316,2.06050119527493
8,804,18.9489322,72.8251684,07:00:00-09:30:00,3W,4,30.907517929123948,194.53758964561973,3W,0.8,1.2969172643041316,2.06050119527493
9,149,19.0480705,72.8217063,07:00:00-09:30:00,3W,4,14.689769499545417,113.44884749772709,3W,0.8,0.7563256499848472,0.9793179666363611
9,226,19.0445947,72.8225731,07:00:00-09:30:00,3W,4,14.689769499545417,113.44884749772709,3W,0.8,0.7563256499848472,0.9793179666363611
9,662,19.045672,72.819322,07:00:00-09:30:00,3W,4,14.689769499545417,113.44884749772709,3W,0.8,0.7563256499848472,0.9793179666363611
9,843,19.0454553,72.8206446,07:00:00-09:30:00,3W,4,14.689769499545417,113.44884749772709,3W,0.8,0.7563256499848472,0.9793179666363611
10,154,18.9527866,72.8231027,07:00:00-09:30:00,3W,5,30.040540004795254,200.20270002397626,3W,1.0,1.3346846668265084,2.0027026669863504
10,424,18.9532264,72.8235989,07:00:00-09:30:00,3W,5,30.040540004795254,200.20270002397626,3W,1.0,1.3346846668265084,2.0027026669863504
10,762,18.9549438,72.8223064,07:00:00-09:30:00,3W,5,30.040540004795254,200.20270002397626,3W,1.0,1.3346846668265084,2.0027026669863504
10,906,18.9543648,72.8235799,07:00:00-09:30:00,3W,5,30.040540004795254,200.20270002397626,3W,1.0,1.3346846668265084,2.0027026669863504
10,1217,18.952571,72.8236529,07:00:00-09:30:00,3W,5,30.040540004795254,200.20270002397626,3W,1.0,1.3346846668265084,2.0027026669863504
11,168,19.052097,72.8284615,07:00:00-09:30:00,3W,3,12.13257568989454,90.6628784494727,3W,0.6,0.6044191896631513,0.8088383793263028
11,623,19.0520962,72.8306686,07:00:00-09:30:00,3W,3,12.13257568989454,90.6628784494727,3W,0.6,0.6044191896631513,0.8088383793263028
11,1247,19.0502394,72.8282111,07:00:00-09:30:00,3W,3,12.13257568989454,90.6628784494727,3W,0.6,0.6044191896631513,0.8088383793263028
12,187,19.0762394,72.8620597,07:00:00-09:30:00,3W,4,3.712837557307496,58.56418778653748,3W,0.8,0.39042791857691655,0.24752250382049973
12,384,19.075777,72.863439,07:00:00-09:30:00,3W,4,3.712837557307496,58.56418778653748,3W,0.8,0.39042791857691655,0.24752250382049973
12,478,19.0746113,72.8660635,07:00:00-09:30:00,3W,4,3.712837557307496,58.56418778653748,3W,0.8,0.39042791857691655,0.24752250382049973
12,1007,19.0743589,72.8633193,07:00:00-09:30:00,3W,4,3.712837557307496,58.56418778653748,3W,0.8,0.39042791857691655,0.24752250382049973
13,188,18.9568655,72.8229296,07:00:00-09:30:00,3W,3,29.098253298798998,175.491266493995,3W,0.6,1.1699417766266333,1.9398835532532666
13,584,18.9579518,72.8218448,07:00:00-09:30:00,3W,3,29.098253298798998,175.491266493995,3W,0.6,1.1699417766266333,1.9398835532532666
13,787,18.9574452,72.8215554,07:00:00-09:30:00,3W,3,29.098253298798998,175.491266493995,3W,0.6,1.1699417766266333,1.9398835532532666
14,197,19.0180505,72.8524941,07:00:00-09:30:00,3W,4,14.593081240011736,112.96540620005868,3W,0.8,0.7531027080003913,0.9728720826674491
14,241,19.0188693,72.8516181,07:00:00-09:30:00,3W,4,14.593081240011736,112.96540620005868,3W,0.8,0.7531027080003913,0.9728720826674491
14,793,19.0202606,72.8514267,07:00:00-09:30:00,3W,4,14.593081240011736,112.96540620005868,3W,0.8,0.7531027080003913,0.9728720826674491
14,1169,19.0166469,72.8506,07:00:00-09:30:00,3W,4,14.593081240011736,112.96540620005868,3W,0.8,0.7531027080003913,0.9728720826674491
15,198,19.0789256,72.8579938,07:00:00-09:30:00,3W,3,4.893431361715014,54.46715680857507,3W,0.6,0.3631143787238338,0.3262287574476676
15,596,19.0772922,72.8578503,07:00:00-09:30:00,3W,3,4.893431361715014,54.46715680857507,3W,0.6,0.3631143787238338,0.3262287574476676
15,1026,19.0784464,72.8566557,07:00:00-09:30:00,3W,3,4.893431361715014,54.46715680857507,3W,0.6,0.3631143787238338,0.3262287574476676
16,201,19.0043331,72.8236682,07:00:00-09:30:00,3W,3,20.040351777432228,130.20175888716113,3W,0.6,0.8680117259144076,1.3360234518288152
16,613,19.006833,72.8216371,07:00:00-09:30:00,3W,3,20.040351777432228,130.20175888716113,3W,0.6,0.8680117259144076,1.3360234518288152
16,915,19.0043331,72.8236682,07:00:00-09:30:00,3W,3,20.040351777432228,130.20175888716113,3W,0.6,0.8680117259144076,1.3360234518288152
17,221,19.046729,72.8408395,07:00:00-09:30:00,3W,3,10.305645482539548,81.52822741269773,3W,0.6,0.5435215160846515,0.6870430321693032
17,320,19.0462839,72.8426792,07:00:00-09:30:00,3W,3,10.305645482539548,81.52822741269773,3W,0.6,0.5435215160846515,0.6870430321693032
17,881,19.0464282,72.8413406,07:00:00-09:30:00,3W,3,10.305645482539548,81.52822741269773,3W,0.6,0.5435215160846515,0.6870430321693032
18,245,18.967083,72.816759,07:00:00-09:30:00,3W,3,27.896210289330384,169.48105144665192,3W,0.6,1.1298736763110129,1.8597473526220256
18,674,18.9674913,72.8157283,07:00:00-09:30:00,3W,3,27.896210289330384,169.48105144665192,3W,0.6,1.1298736763110129,1.8597473526220256
18,1089,18.9655191,72.8165899,07:00:00-09:30:00,3W,3,27.896210289330384,169.48105144665192,3W,0.6,1.1298736763110129,1.8597473526220256
19,285,18.9894347,72.8333849,07:00:00-09:30:00,3W,3,21.395202414407553,136.97601207203775,3W,0.6,0.913173413813585,1.4263468276271702
19,399,18.9912356,72.8342292,07:00:00-09:30:00,3W,3,21.395202414407553,136.97601207203775,3W,0.6,0.913173413813585,1.4263468276271702
19,1043,18.9915086,72.8353218,07:00:00-09:30:00,3W,3,21.395202414407553,136.97601207203775,3W,0.6,0.913173413813585,1.4263468276271702
20,294,19.1264649,72.86396,07:00:00-09:30:00,3W,3,12.349389994177255,91.74694997088628,3W,0.6,0.6116463331392419,0.8232926662784836
20,628,19.1287846,72.8631789,07:00:00-09:30:00,3W,3,12.349389994177255,91.74694997088628,3W,0.6,0.6116463331392419,0.8232926662784836
20,1045,19.1284957,72.8645942,07:00:00-09:30:00,3W,3,12.349389994177255,91.74694997088628,3W,0.6,0.6116463331392419,0.8232926662784836
21,301,19.0039876,72.8290272,07:00:00-09:30:00,3W,3,19.649000642664703,128.2450032133235,3W,0.6,0.8549666880888235,1.3099333761776468
21,448,19.0033216,72.8299785,07:00:00-09:30:00,3W,3,19.649000642664703,128.2450032133235,3W,0.6,0.8549666880888235,1.3099333761776468
21,1010,19.0019869,72.8315616,07:00:00-09:30:00,3W,3,19.649000642664703,128.2450032133235,3W,0.6,0.8549666880888235,1.3099333761776468
22,322,19.0367937,72.843676,07:00:00-09:30:00,3W,4,12.084069410566231,100.42034705283115,3W,0.8,0.6694689803522077,0.8056046273710821
22,403,19.0348104,72.8447702,07:00:00-09:30:00,3W,4,12.084069410566231,100.42034705283115,3W,0.8,0.6694689803522077,0.8056046273710821
22,579,19.0352309,72.8454409,07:00:00-09:30:00,3W,4,12.084069410566231,100.42034705283115,3W,0.8,0.6694689803522077,0.8056046273710821
22,1188,19.0353498,72.8470527,07:00:00-09:30:00,3W,4,12.084069410566231,100.42034705283115,3W,0.8,0.6694689803522077,0.8056046273710821
23,373,19.0031298,72.8487785,07:00:00-09:30:00,3W,4,17.931973553338846,129.65986776669422,3W,0.8,0.8643991184446281,1.195464903555923
23,1086,19.0041303,72.8470246,07:00:00-09:30:00,3W,4,17.931973553338846,129.65986776669422,3W,0.8,0.8643991184446281,1.195464903555923
23,1120,19.0025613,72.8488332,07:00:00-09:30:00,3W,4,17.931973553338846,129.65986776669422,3W,0.8,0.8643991184446281,1.195464903555923
23,1200,19.0032931,72.8500248,07:00:00-09:30:00,3W,4,17.931973553338846,129.65986776669422,3W,0.8,0.8643991184446281,1.195464903555923
24,374,19.0816651,72.8558135,07:00:00-09:30:00,3W,4,5.702657206070271,68.51328603035135,3W,0.8,0.45675524020234237,0.3801771470713514
24,885,19.0792694,72.8529787,07:00:00-09:30:00,3W,4,5.702657206070271,68.51328603035135,3W,0.8,0.45675524020234237,0.3801771470713514
24,1123,19.0794078,72.8529388,07:00:00-09:30:00,3W,4,5.702657206070271,68.51328603035135,3W,0.8,0.45675524020234237,0.3801771470713514
24,1263,19.0800511,72.8529285,07:00:00-09:30:00,3W,4,5.702657206070271,68.51328603035135,3W,0.8,0.45675524020234237,0.3801771470713514
25,380,19.0696436,72.8363022,07:00:00-09:30:00,3W,3,9.299671897971692,76.49835948985846,3W,0.6,0.509989063265723,0.6199781265314461
25,1032,19.0703112,72.8370298,07:00:00-09:30:00,3W,3,9.299671897971692,76.49835948985846,3W,0.6,0.509989063265723,0.6199781265314461
25,1151,19.0687265,72.8347004,07:00:00-09:30:00,3W,3,9.299671897971692,76.49835948985846,3W,0.6,0.509989063265723,0.6199781265314461
26,434,19.0240466,72.8420038,07:00:00-09:30:00,3W,3,14.165542019380993,100.82771009690497,3W,0.6,0.6721847339793664,0.9443694679587329
26,634,19.0222087,72.8421394,07:00:00-09:30:00,3W,3,14.165542019380993,100.82771009690497,3W,0.6,0.6721847339793664,0.9443694679587329
26,965,19.0230725,72.8418088,07:00:00-09:30:00,3W,3,14.165542019380993,100.82771009690497,3W,0.6,0.6721847339793664,0.9443694679587329
27,455,19.0595984,72.8525429,07:00:00-09:30:00,3W,4,7.647354791994498,78.2367739599725,3W,0.8,0.5215784930664833,0.5098236527996333
27,846,19.0605737,72.8504402,07:00:00-09:30:00,3W,4,7.647354791994498,78.2367739599725,3W,0.8,0.5215784930664833,0.5098236527996333
27,1168,19.0576875,72.8505251,07:00:00-09:30:00,3W,4,7.647354791994498,78.2367739599725,3W,0.8,0.5215784930664833,0.5098236527996333
27,1205,19.0589822,72.8497477,07:00:00-09:30:00,3W,4,7.647354791994498,78.2367739599725,3W,0.8,0.5215784930664833,0.5098236527996333
28,520,19.0742816,72.8354037,07:00:00-09:30:00,3W,3,9.541968784838893,77.70984392419447,3W,0.6,0.5180656261612965,0.6361312523225929
28,883,19.0719625,72.8347505,07:00:00-09:30:00,3W,3,9.541968784838893,77.70984392419447,3W,0.6,0.5180656261612965,0.6361312523225929
28,1063,19.075043,72.8363622,07:00:00-09:30:00,3W,3,9.541968784838893,77.70984392419447,3W,0.6,0.5180656261612965,0.6361312523225929
29,527,19.0319814,72.8472092,07:00:00-09:30:00,3W,4,12.63188510141416,103.1594255070708,3W,0.8,0.687729503380472,0.8421256734276106
29,707,19.031058,72.8454463,07:00:00-09:30:00,3W,4,12.63188510141416,103.1594255070708,3W,0.8,0.687729503380472,0.8421256734276106
29,1051,19.0295431,72.84451,07:00:00-09:30:00,3W,4,12.63188510141416,103.1594255070708,3W,0.8,0.687729503380472,0.8421256734276106
29,1204,19.0307329,72.8442321,07:00:00-09:30:00,3W,4,12.63188510141416,103.1594255070708,3W,0.8,0.687729503380472,0.8421256734276106
30,550,18.9920317,72.838111,07:00:00-09:30:00,3W,3,21.373934545035905,136.86967272517953,3W,0.6,0.9124644848345301,1.4249289696690604
30,788,18.988438,72.8384708,07:00:00-09:30:00,3W,3,21.373934545035905,136.86967272517953,3W,0.6,0.9124644848345301,1.4249289696690604
30,987,18.9909106,72.8368595,07:00:00-09:30:00,3W,3,21.373934545035905,136.86967272517953,3W,0.6,0.9124644848345301,1.4249289696690604
31,597,19.104586,72.8496266,07:00:00-09:30:00,3W,4,8.874005029768291,84.37002514884145,3W,0.8,0.5624668343256096,0.5916003353178861
31,967,19.1046967,72.8512828,07:00:00-09:30:00,3W,4,8.874005029768291,84.37002514884145,3W,0.8,0.5624668343256096,0.5916003353178861
31,992,19.1046967,72.8512828,07:00:00-09:30:00,3W,4,8.874005029768291,84.37002514884145,3W,0.8,0.5624668343256096,0.5916003353178861
31,1059,19.102729,72.852028,07:00:00-09:30:00,3W,4,8.874005029768291,84.37002514884145,3W,0.8,0.5624668343256096,0.5916003353178861
32,895,18.9751127,72.8251711,07:00:00-09:30:00,3W,3,25.0685544085344,155.34277204267198,3W,0.6,1.03561848028448,1.67123696056896
32,1094,18.9751127,72.8251711,07:00:00-09:30:00,3W,3,25.0685544085344,155.34277204267198,3W,0.6,1.03561848028448,1.67123696056896
32,1158,18.9748668,72.8259385,07:00:00-09:30:00,3W,3,25.0685544085344,155.34277204267198,3W,0.6,1.03561848028448,1.67123696056896
33,898,19.095975,72.848637,07:00:00-09:30:00,3W,3,7.714550865096793,68.57275432548397,3W,0.6,0.4571516955032265,0.5143033910064528
33,931,19.0964137,72.8491605,07:00:00-09:30:00,3W,3,7.714550865096793,68.57275432548397,3W,0.6,0.4571516955032265,0.5143033910064528
33,1040,19.0962523,72.8489824,07:00:00-09:30:00,3W,3,7.714550865096793,68.57275432548397,3W,0.6,0.4571516955032265,0.5143033910064528
34,19,19.1055237,72.8977257,07:00:00-09:30:00,3W,6,8.33747335295568,101.6873667647784,3W,1.2,0.677915778431856,0.555831556863712
34,390,19.1063852,72.8978535,07:00:00-09:30:00,3W,6,8.33747335295568,101.6873667647784,3W,1.2,0.677915778431856,0.555831556863712
34,461,19.105354,72.8980047,07:00:00-09:30:00,3W,6,8.33747335295568,101.6873667647784,3W,1.2,0.677915778431856,0.555831556863712
34,535,19.1055301,72.8986004,07:00:00-09:30:00,3W,6,8.33747335295568,101.6873667647784,3W,1.2,0.677915778431856,0.555831556863712
34,671,19.1058621,72.8972677,07:00:00-09:30:00,3W,6,8.33747335295568,101.6873667647784,3W,1.2,0.677915778431856,0.555831556863712
34,678,19.1065772,72.897584,07:00:00-09:30:00,3W,6,8.33747335295568,101.6873667647784,3W,1.2,0.677915778431856,0.555831556863712
35,49,19.1202729,72.9379362,07:00:00-09:30:00,3W,3,16.004675491729312,110.02337745864656,3W,0.6,0.7334891830576438,1.0669783661152874
35,751,19.1202729,72.9379362,07:00:00-09:30:00,3W,3,16.004675491729312,110.02337745864656,3W,0.6,0.7334891830576438,1.0669783661152874
35,1250,19.1202729,72.9379362,07:00:00-09:30:00,3W,3,16.004675491729312,110.02337745864656,3W,0.6,0.7334891830576438,1.0669783661152874
36,96,19.1132724,72.9336999,07:00:00-09:30:00,3W,5,14.689866769237588,123.44933384618794,3W,1.0,0.8229955589745863,0.9793244512825059
36,670,19.1122668,72.9332486,07:00:00-09:30:00,3W,5,14.689866769237588,123.44933384618794,3W,1.0,0.8229955589745863,0.9793244512825059
36,922,19.1122668,72.9332486,07:00:00-09:30:00,3W,5,14.689866769237588,123.44933384618794,3W,1.0,0.8229955589745863,0.9793244512825059
36,1000,19.1121325,72.9345219,07:00:00-09:30:00,3W,5,14.689866769237588,123.44933384618794,3W,1.0,0.8229955589745863,0.9793244512825059
36,1221,19.1112218,72.9304288,07:00:00-09:30:00,3W,5,14.689866769237588,123.44933384618794,3W,1.0,0.8229955589745863,0.9793244512825059
37,115,19.1366448,72.9320748,07:00:00-09:30:00,3W,6,17.785157303253463,148.92578651626732,3W,1.2,0.9928385767751154,1.1856771535502308
37,359,19.1366448,72.9320748,07:00:00-09:30:00,3W,6,17.785157303253463,148.92578651626732,3W,1.2,0.9928385767751154,1.1856771535502308
37,367,19.1366448,72.9320748,07:00:00-09:30:00,3W,6,17.785157303253463,148.92578651626732,3W,1.2,0.9928385767751154,1.1856771535502308
37,484,19.1370885,72.9314767,07:00:00-09:30:00,3W,6,17.785157303253463,148.92578651626732,3W,1.2,0.9928385767751154,1.1856771535502308
37,917,19.1366448,72.9320748,07:00:00-09:30:00,3W,6,17.785157303253463,148.92578651626732,3W,1.2,0.9928385767751154,1.1856771535502308
37,1060,19.1366448,72.9320748,07:00:00-09:30:00,3W,6,17.785157303253463,148.92578651626732,3W,1.2,0.9928385767751154,1.1856771535502308
38,116,19.1112306,72.9016474,07:00:00-09:30:00,3W,4,10.105405031329646,90.52702515664822,3W,0.8,0.6035135010443214,0.6736936687553097
38,303,19.1125466,72.8986641,07:00:00-09:30:00,3W,4,10.105405031329646,90.52702515664822,3W,0.8,0.6035135010443214,0.6736936687553097
38,983,19.1128735,72.8994046,07:00:00-09:30:00,3W,4,10.105405031329646,90.52702515664822,3W,0.8,0.6035135010443214,0.6736936687553097
38,1233,19.1114867,72.8962251,07:00:00-09:30:00,3W,4,10.105405031329646,90.52702515664822,3W,0.8,0.6035135010443214,0.6736936687553097
39,185,19.096712,72.917498,07:00:00-09:30:00,3W,3,10.384097924044598,81.92048962022298,3W,0.6,0.5461365974681532,0.6922731949363066
39,430,19.095972,72.9190974,07:00:00-09:30:00,3W,3,10.384097924044598,81.92048962022298,3W,0.6,0.5461365974681532,0.6922731949363066
39,896,19.0988126,72.9181878,07:00:00-09:30:00,3W,3,10.384097924044598,81.92048962022298,3W,0.6,0.5461365974681532,0.6922731949363066
40,190,19.1570375,72.9377903,07:00:00-09:30:00,3W,3,22.39932775691353,141.99663878456764,3W,0.6,0.9466442585637842,1.4932885171275685
40,1013,19.1583425,72.9374767,07:00:00-09:30:00,3W,3,22.39932775691353,141.99663878456764,3W,0.6,0.9466442585637842,1.4932885171275685
40,1242,19.1572713,72.936562,07:00:00-09:30:00,3W,3,22.39932775691353,141.99663878456764,3W,0.6,0.9466442585637842,1.4932885171275685
41,260,19.0922401,72.9212571,07:00:00-09:30:00,3W,4,10.271851916088062,91.35925958044031,3W,0.8,0.6090617305362688,0.6847901277392041
41,481,19.0938435,72.9226175,07:00:00-09:30:00,3W,4,10.271851916088062,91.35925958044031,3W,0.8,0.6090617305362688,0.6847901277392041
41,802,19.0932519,72.9220638,07:00:00-09:30:00,3W,4,10.271851916088062,91.35925958044031,3W,0.8,0.6090617305362688,0.6847901277392041
41,982,19.0932519,72.9220638,07:00:00-09:30:00,3W,4,10.271851916088062,91.35925958044031,3W,0.8,0.6090617305362688,0.6847901277392041
42,295,19.1003106,72.8858839,07:00:00-09:30:00,3W,4,6.210622309366676,71.05311154683338,3W,0.8,0.4736874103122225,0.41404148729111173
42,574,19.1003106,72.8858839,07:00:00-09:30:00,3W,4,6.210622309366676,71.05311154683338,3W,0.8,0.4736874103122225,0.41404148729111173
42,1093,19.1026658,72.8864615,07:00:00-09:30:00,3W,4,6.210622309366676,71.05311154683338,3W,0.8,0.4736874103122225,0.41404148729111173
42,1184,19.1004287,72.88607,07:00:00-09:30:00,3W,4,6.210622309366676,71.05311154683338,3W,0.8,0.4736874103122225,0.41404148729111173
43,296,19.1162675,72.9026601,07:00:00-09:30:00,3W,5,10.591085730474932,102.95542865237465,3W,1.0,0.6863695243491643,0.7060723820316621
43,364,19.1163401,72.9012988,07:00:00-09:30:00,3W,5,10.591085730474932,102.95542865237465,3W,1.0,0.6863695243491643,0.7060723820316621
43,1025,19.1156661,72.9016387,07:00:00-09:30:00,3W,5,10.591085730474932,102.95542865237465,3W,1.0,0.6863695243491643,0.7060723820316621
43,1062,19.1156661,72.9016387,07:00:00-09:30:00,3W,5,10.591085730474932,102.95542865237465,3W,1.0,0.6863695243491643,0.7060723820316621
43,1228,19.1158285,72.9011079,07:00:00-09:30:00,3W,5,10.591085730474932,102.95542865237465,3W,1.0,0.6863695243491643,0.7060723820316621
44,329,19.1232246,72.8952997,07:00:00-09:30:00,3W,3,11.529643961774998,87.64821980887498,3W,0.6,0.5843214653924999,0.7686429307849998
44,345,19.1205346,72.8953297,07:00:00-09:30:00,3W,3,11.529643961774998,87.64821980887498,3W,0.6,0.5843214653924999,0.7686429307849998
44,977,19.1232581,72.8934382,07:00:00-09:30:00,3W,3,11.529643961774998,87.64821980887498,3W,0.6,0.5843214653924999,0.7686429307849998
45,416,19.1796166,72.9587363,07:00:00-09:30:00,3W,6,28.730042442008013,203.65021221004008,3W,1.2,1.3576680814002673,1.9153361628005343
45,749,19.178868,72.9584198,07:00:00-09:30:00,3W,6,28.730042442008013,203.65021221004008,3W,1.2,1.3576680814002673,1.9153361628005343
45,852,19.1784492,72.9559267,07:00:00-09:30:00,3W,6,28.730042442008013,203.65021221004008,3W,1.2,1.3576680814002673,1.9153361628005343
45,972,19.178868,72.9584198,07:00:00-09:30:00,3W,6,28.730042442008013,203.65021221004008,3W,1.2,1.3576680814002673,1.9153361628005343
45,1084,19.1796166,72.9587363,07:00:00-09:30:00,3W,6,28.730042442008013,203.65021221004008,3W,1.2,1.3576680814002673,1.9153361628005343
45,1238,19.178868,72.9584198,07:00:00-09:30:00,3W,6,28.730042442008013,203.65021221004008,3W,1.2,1.3576680814002673,1.9153361628005343
46,462,19.1486423,72.9395972,07:00:00-09:30:00,3W,3,20.68705015707368,133.4352507853684,3W,0.6,0.8895683385691227,1.3791366771382454
46,1122,19.1486423,72.9395972,07:00:00-09:30:00,3W,3,20.68705015707368,133.4352507853684,3W,0.6,0.8895683385691227,1.3791366771382454
46,1150,19.1486423,72.9395972,07:00:00-09:30:00,3W,3,20.68705015707368,133.4352507853684,3W,0.6,0.8895683385691227,1.3791366771382454
47,476,19.0921596,72.8830053,07:00:00-09:30:00,3W,3,3.7587106499358005,48.79355324967901,3W,0.6,0.3252903549978601,0.25058070999572
47,656,19.0921596,72.8830053,07:00:00-09:30:00,3W,3,3.7587106499358005,48.79355324967901,3W,0.6,0.3252903549978601,0.25058070999572
47,660,19.0921596,72.8830053,07:00:00-09:30:00,3W,3,3.7587106499358005,48.79355324967901,3W,0.6,0.3252903549978601,0.25058070999572
48,545,19.1027749,72.9286715,07:00:00-09:30:00,3W,3,12.456817398554778,92.2840869927739,3W,0.6,0.6152272466184926,0.8304544932369852
48,704,19.1032943,72.9264623,07:00:00-09:30:00,3W,3,12.456817398554778,92.2840869927739,3W,0.6,0.6152272466184926,0.8304544932369852
48,962,19.1037851,72.9273209,07:00:00-09:30:00,3W,3,12.456817398554778,92.2840869927739,3W,0.6,0.6152272466184926,0.8304544932369852
49,649,19.1820963,72.9474451,07:00:00-09:30:00,3W,3,28.31713217880257,171.58566089401285,3W,0.6,1.1439044059600856,1.8878088119201712
49,765,19.1816802,72.9494801,07:00:00-09:30:00,3W,3,28.31713217880257,171.58566089401285,3W,0.6,1.1439044059600856,1.8878088119201712
49,853,19.1827834,72.9489826,07:00:00-09:30:00,3W,3,28.31713217880257,171.58566089401285,3W,0.6,1.1439044059600856,1.8878088119201712
50,653,19.1670609,72.9542453,07:00:00-09:30:00,3W,4,26.535645072490333,172.67822536245166,3W,0.8,1.151188169083011,1.7690430048326888
50,1112,19.1661463,72.9557699,07:00:00-09:30:00,3W,4,26.535645072490333,172.67822536245166,3W,0.8,1.151188169083011,1.7690430048326888
50,1161,19.1655295,72.9537154,07:00:00-09:30:00,3W,4,26.535645072490333,172.67822536245166,3W,0.8,1.151188169083011,1.7690430048326888
50,1182,19.1646902,72.955284,07:00:00-09:30:00,3W,4,26.535645072490333,172.67822536245166,3W,0.8,1.151188169083011,1.7690430048326888
51,675,19.1674263,72.9457375,07:00:00-09:30:00,3W,3,25.40252538849903,157.01262694249516,3W,0.6,1.046750846283301,1.693501692566602
51,989,19.1682428,72.9484037,07:00:00-09:30:00,3W,3,25.40252538849903,157.01262694249516,3W,0.6,1.046750846283301,1.693501692566602
51,1223,19.1672705,72.9462921,07:00:00-09:30:00,3W,3,25.40252538849903,157.01262694249516,3W,0.6,1.046750846283301,1.693501692566602
52,703,19.175939,72.9659541,07:00:00-09:30:00,3W,3,29.6454330192031,178.2271650960155,3W,0.6,1.1881811006401035,1.9763622012802067
